Mod:Item:MetaData, Localized Name
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemResource:0, Alumentum
Thaumcraft:ItemResource:1, Nitor
Thaumcraft:ItemResource:2, Thaumium Ingot
Thaumcraft:ItemResource:3, Quicksilver
Thaumcraft:ItemResource:4, Magic Tallow
Thaumcraft:ItemResource:6, Amber
Thaumcraft:ItemResource:7, Enchanted Fabric
Thaumcraft:ItemResource:8, Vis Filter
Thaumcraft:ItemResource:9, Knowledge Fragment
Thaumcraft:ItemResource:10, Mirrored Glass
Thaumcraft:ItemResource:11, Tainted Goo
Thaumcraft:ItemResource:12, Taint Tendril
Thaumcraft:ItemResource:13, Jar Label
Thaumcraft:ItemResource:14, Salis Mundus
Thaumcraft:ItemResource:15, Primal Charm
Thaumcraft:ItemResource:16, Void metal Ingot
Thaumcraft:ItemResource:17, Void Seed
Thaumcraft:ItemResource:18, Gold Coin
Thaumcraft:ItemShard:0, Air Shard
Thaumcraft:ItemShard:1, Fire Shard
Thaumcraft:ItemShard:2, Water Shard
Thaumcraft:ItemShard:3, Earth Shard
Thaumcraft:ItemShard:4, Order Shard
Thaumcraft:ItemShard:5, Entropy Shard
Thaumcraft:ItemShard:6, Balanced Shard
Thaumcraft:ItemResearchNotes:0, Research Notes
Thaumcraft:ItemInkwell, Scribing Tools
Thaumcraft:ItemThaumonomicon:0, Thaumonomicon
Thaumcraft:ItemThaumometer, Thaumometer
Thaumcraft:ItemGoggles, Goggles of Revealing
Thaumcraft:ItemHelmetThaumium, Thaumium Helm
Thaumcraft:ItemChestplateThaumium, Thaumium Chestplate
Thaumcraft:ItemLeggingsThaumium, Thaumium Leggings
Thaumcraft:ItemBootsThaumium, Thaumium Boots
Thaumcraft:ItemShovelThaumium, Thaumium Shovel
Thaumcraft:ItemPickThaumium, Thaumium Pickaxe
Thaumcraft:ItemAxeThaumium, Thaumium Axe
Thaumcraft:ItemSwordThaumium, Thaumium Sword
Thaumcraft:ItemHoeThaumium, Thaumium Hoe
Thaumcraft:ItemArcaneDoor, Arcane Door
Thaumcraft:ItemNugget:0, Iron Nugget
Thaumcraft:ItemNugget:5, Quicksilver Drop
Thaumcraft:ItemNugget:21, Native Cinnabar Cluster
Thaumcraft:ItemNugget:6, Thaumium Nugget
Thaumcraft:ItemNugget:7, Void metal Nugget
Thaumcraft:ItemNugget:16, Native Iron Cluster
Thaumcraft:ItemNugget:31, Native Gold Cluster
Thaumcraft:BootsTraveller, Boots of the Traveler
Thaumcraft:ItemNuggetChicken, Chicken Nugget
Thaumcraft:ItemNuggetBeef, Beef Nugget
Thaumcraft:ItemNuggetPork, Pork Nugget
Thaumcraft:ItemNuggetFish, Fish Nugget
Thaumcraft:TripleMeatTreat, Triple Meat Treat
Thaumcraft:ItemSwordElemental, Sword of the Zephyr
Thaumcraft:ItemShovelElemental, Shovel of the Earthmover
Thaumcraft:ItemPickaxeElemental, Pickaxe of the Core
Thaumcraft:ItemAxeElemental, Axe of the Stream
Thaumcraft:ItemHoeElemental, Hoe of Growth
Thaumcraft:ItemChestplateRobe, Thaumaturge's Robe
Thaumcraft:ItemLeggingsRobe, Thaumaturge's Leggings
Thaumcraft:ItemBootsRobe, Thaumaturge's Boots
Thaumcraft:ArcaneDoorKey:0, Iron Arcane Key
Thaumcraft:ArcaneDoorKey:1, Gold Arcane Key
Thaumcraft:HandMirror, Magic Hand Mirror
Thaumcraft:HoverHarness, Thaumostatic Harness
Thaumcraft:BlockJarFilledItem, Jar of Essentia
Thaumcraft:BlockJarNodeItem, Node in a Jar
Thaumcraft:TrunkSpawner:0, Traveling Trunk
Thaumcraft:ItemGolemPlacer:0, Straw Golem
Thaumcraft:ItemGolemPlacer:1, Wood Golem
Thaumcraft:ItemGolemPlacer:2, Tallow Golem
Thaumcraft:ItemGolemPlacer:3, Clay Golem
Thaumcraft:ItemGolemPlacer:4, Flesh Golem
Thaumcraft:ItemGolemPlacer:5, Stone Golem
Thaumcraft:ItemGolemPlacer:6, Iron Golem
Thaumcraft:ItemGolemPlacer:7, Thaumium Golem
Thaumcraft:ItemGolemCore:100, Golem Animation Core
Thaumcraft:ItemGolemCore:0, Golem Animation Core
Thaumcraft:ItemGolemCore:1, Golem Animation Core
Thaumcraft:ItemGolemCore:2, Golem Animation Core
Thaumcraft:ItemGolemCore:3, Golem Animation Core
Thaumcraft:ItemGolemCore:4, Golem Animation Core
Thaumcraft:ItemGolemCore:5, Golem Animation Core
Thaumcraft:ItemGolemCore:6, Golem Animation Core
Thaumcraft:ItemGolemCore:7, Golem Animation Core
Thaumcraft:ItemGolemCore:8, Golem Animation Core
Thaumcraft:ItemGolemCore:9, Golem Animation Core
Thaumcraft:ItemGolemCore:10, Golem Animation Core
Thaumcraft:ItemGolemCore:11, Golem Animation Core
Thaumcraft:ItemGolemUpgrade:0, Golem Upgrade: Air
Thaumcraft:ItemGolemUpgrade:1, Golem Upgrade: Earth
Thaumcraft:ItemGolemUpgrade:2, Golem Upgrade: Fire
Thaumcraft:ItemGolemUpgrade:3, Golem Upgrade: Water
Thaumcraft:ItemGolemUpgrade:4, Golem Upgrade: Order
Thaumcraft:ItemGolemUpgrade:5, Golem Upgrade: Entropy
Thaumcraft:GolemBell, Golemancer's Bell
Thaumcraft:ItemGolemDecoration:0, Accessory: Top Hat
Thaumcraft:ItemGolemDecoration:1, Accessory: Spectacles
Thaumcraft:ItemGolemDecoration:2, Accessory: Bowtie
Thaumcraft:ItemGolemDecoration:3, Accessory: Fez
Thaumcraft:ItemGolemDecoration:4, Accessory: Dart Launcher
Thaumcraft:ItemGolemDecoration:5, Accessory: Visor
Thaumcraft:ItemGolemDecoration:6, Accessory: Iron Plating
Thaumcraft:ItemGolemDecoration:7, Accessory: Mace Arm
Thaumcraft:ItemBowBone, Bow of Bone
Thaumcraft:PrimalArrow:0, Air Arrow
Thaumcraft:PrimalArrow:1, Fire Arrow
Thaumcraft:PrimalArrow:2, Water Arrow
Thaumcraft:PrimalArrow:3, Earth Arrow
Thaumcraft:PrimalArrow:4, Order Arrow
Thaumcraft:PrimalArrow:5, Entropy Arrow
Thaumcraft:ItemResonator, Essentia Resonator
Thaumcraft:ItemBaubleBlanks:0, Mundane Amulet
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
Botania:lexicon, item.lexicon.name
Botania:petal:0, Mystical White Petal
Botania:petal:1, Mystical Orange Petal
Botania:petal:2, Mystical Magenta Petal
Botania:petal:3, Mystical Light Blue Petal
Botania:petal:4, Mystical Yellow Petal
Botania:petal:5, Mystical Lime Petal
Botania:petal:6, Mystical Pink Petal
Botania:petal:7, Mystical Gray Petal
Botania:petal:8, Mystical Light Gray Petal
Botania:petal:9, Mystical Cyan Petal
Botania:petal:10, Mystical Purple Petal
Botania:petal:11, Mystical Blue Petal
Botania:petal:12, Mystical Brown Petal
Botania:petal:13, Mystical Green Petal
Botania:petal:14, Mystical Red Petal
Botania:petal:15, Mystical Black Petal
Botania:dye:0, Floral White Powder
Botania:dye:1, Floral Orange Powder
Botania:dye:2, Floral Magenta Powder
Botania:dye:3, Floral Light Blue Powder
Botania:dye:4, Floral Yellow Powder
Botania:dye:5, Floral Lime Powder
Botania:dye:6, Floral Pink Powder
Botania:dye:7, Floral Gray Powder
Botania:dye:8, Floral Light Gray Powder
Botania:dye:9, Floral Cyan Powder
Botania:dye:10, Floral Purple Powder
Botania:dye:11, Floral Blue Powder
Botania:dye:12, Floral Brown Powder
Botania:dye:13, Floral Green Powder
Botania:dye:14, Floral Red Powder
Botania:dye:15, Floral Black Powder
Botania:pestleAndMortar, item.pestleAndMortar.name
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:twigWand:0, Wand of the Forest
Botania:manaResource:0, Manasteel Ingot
Botania:manaResource:1, Mana Pearl
Botania:manaResource:2, Mana Diamond
Botania:manaResource:3, Livingwood Twig
Botania:manaResource:4, Terrasteel Ingot
Botania:manaResource:5, Gaia Spirit
Botania:manaResource:6, Redstone Root
Botania:manaResource:7, Elementium Ingot
Botania:manaResource:8, Pixie Dust
Botania:manaResource:9, Dragonstone
Botania:manaResource:10, Prismarine Shard
Botania:manaResource:11, Crafting Placeholder
Botania:manaResource:12, Red String
Botania:manaResource:13, Dreamwood Twig
Botania:manaResource:14, Gaia Spirit Ingot
Botania:manaResource:15, Ender Air Bottle
Botania:manaResource:16, Mana Infused String
Botania:manaResource:17, Manasteel Nugget
Botania:manaResource:18, Terrasteel Nugget
Botania:manaResource:19, Elementium Nugget
Botania:manaResource:22, Manaweave Cloth
Botania:lens:0, Mana Lens
Botania:lens:1, Mana Lens: Velocity
Botania:lens:2, Mana Lens: Potency
Botania:lens:3, Mana Lens: Resistance
Botania:lens:4, Mana Lens: Efficiency
Botania:lens:5, Mana Lens: Bounce
Botania:lens:6, Mana Lens: Gravity
Botania:lens:7, Mana Lens: Bore
Botania:lens:8, Mana Lens: Damaging
Botania:lens:9, Mana Lens: Phantom
Botania:lens:10, Mana Lens: Magnetizing
Botania:lens:11, Mana Lens: Entropic
Botania:lens:12, Mana Lens: Influence
Botania:lens:13, Mana Lens: Weight
Botania:lens:14, Mana Lens: Paintslinger
Botania:lens:15, Mana Lens: Kindle
Botania:lens:16, Mana Lens: Force
Botania:lens:17, Mana Lens: Flash
Botania:lens:18, Mana Lens: Warp
Botania:manaPetal:0, White Mana Petal
Botania:manaPetal:1, Orange Mana Petal
Botania:manaPetal:2, Magenta Mana Petal
Botania:manaPetal:3, Light Blue Mana Petal
Botania:manaPetal:4, Yellow Mana Petal
Botania:manaPetal:5, Lime Mana Petal
Botania:manaPetal:6, Pink Mana Petal
Botania:manaPetal:7, Gray Mana Petal
Botania:manaPetal:8, Light Gray Mana Petal
Botania:manaPetal:9, Cyan Mana Petal
Botania:manaPetal:10, Purple Mana Petal
Botania:manaPetal:11, Blue Mana Petal
Botania:manaPetal:12, Brown Mana Petal
Botania:manaPetal:13, Green Mana Petal
Botania:manaPetal:14, Red Mana Petal
Botania:manaPetal:15, Black Mana Petal
Botania:rune:0, Rune of Water
Botania:rune:1, Rune of Fire
Botania:rune:2, Rune of Earth
Botania:rune:3, Rune of Air
Botania:rune:4, Rune of Spring
Botania:rune:5, Rune of Summer
Botania:rune:6, Rune of Autumn
Botania:rune:7, Rune of Winter
Botania:rune:8, Rune of Mana
Botania:rune:9, Rune of Lust
Botania:rune:10, Rune of Gluttony
Botania:rune:11, Rune of Greed
Botania:rune:12, Rune of Sloth
Botania:rune:13, Rune of Wrath
Botania:rune:14, Rune of Envy
Botania:rune:15, Rune of Pride
Botania:signalFlare, item.signalFlare.name
Botania:manaTablet, item.manaTablet.name
Botania:manaGun, item.manaGun.name
Botania:manaCookie, item.manaCookie.name
Botania:fertilizer, item.fertilizer.name
Botania:grassSeeds:0, Pasture Seeds
Botania:grassSeeds:1, Boreal Seeds
Botania:grassSeeds:2, Infestation Spores
Botania:dirtRod, item.dirtRod.name
Botania:terraformRod, item.terraformRod.name
Botania:grassHorn:0, Horn of the Wild
Botania:grassHorn:1, Horn of the Canopy
Botania:grassHorn:2, Horn of the Covering
Botania:manaMirror, item.manaMirror.name
Botania:manasteelHelm, item.manasteelHelm.name
Botania:manasteelHelmReveal, item.manasteelHelmReveal.name
Botania:manasteelChest, item.manasteelChest.name
Botania:manasteelLegs, item.manasteelLegs.name
Botania:manasteelBoots, item.manasteelBoots.name
Botania:manasteelPick, item.manasteelPick.name
Botania:manasteelShovel, item.manasteelShovel.name
Botania:manasteelAxe, item.manasteelAxe.name
Botania:manasteelSword, item.manasteelSword.name
Botania:manasteelShears, item.manasteelShears.name
Botania:terrasteelHelm, item.terrasteelHelm.name
Botania:terrasteelHelmReveal, item.terrasteelHelmReveal.name
Botania:terrasteelChest, item.terrasteelChest.name
Botania:terrasteelLegs, item.terrasteelLegs.name
Botania:terrasteelBoots, item.terrasteelBoots.name
Botania:terraSword, item.terraSword.name
Botania:tinyPlanet, item.tinyPlanet.name
Botania:manaRing, item.manaRing.name
Botania:auraRing, item.auraRing.name
Botania:manaRingGreater, item.manaRingGreater.name
Botania:auraRingGreater, item.auraRingGreater.name
Botania:travelBelt, item.travelBelt.name
Botania:knockbackBelt, item.knockbackBelt.name
Botania:icePendant, item.icePendant.name
Botania:lavaPendant, item.lavaPendant.name
Botania:goldenLaurel, item.goldenLaurel.name
Botania:magnetRing, item.magnetRing.name
Botania:waterRing, item.waterRing.name
Botania:miningRing, item.miningRing.name
Botania:terraPick, item.terraPick.name
Botania:divaCharm, item.divaCharm.name
Botania:flightTiara:0, Flügel Tiara
Botania:flightTiara:1, Flügel Tiara
Botania:flightTiara:2, Flügel Tiara
Botania:flightTiara:3, Flügel Tiara
Botania:flightTiara:4, Flügel Tiara
Botania:flightTiara:5, Flügel Tiara
Botania:flightTiara:6, Flügel Tiara
Botania:flightTiara:7, Flügel Tiara
Botania:flightTiara:8, Flügel Tiara
Botania:enderDagger, item.enderDagger.name
Botania:quartz:0, Smokey Quartz
Botania:quartz:1, Mana Quartz
Botania:quartz:2, Blaze Quartz
Botania:quartz:3, Lavender Quartz
Botania:quartz:4, Redquartz
Botania:quartz:5, Elven Quartz
Botania:quartz:6, Sunny Quartz
Botania:waterRod, item.waterRod.name
Botania:elementiumHelm, item.elementiumHelm.name
Botania:elementiumHelmReveal, item.elementiumHelmReveal.name
Botania:elementiumChest, item.elementiumChest.name
Botania:elementiumLegs, item.elementiumLegs.name
Botania:elementiumBoots, item.elementiumBoots.name
Botania:elementiumPick, item.elementiumPick.name
Botania:elementiumShovel, item.elementiumShovel.name
Botania:elementiumAxe, item.elementiumAxe.name
Botania:elementiumSword, item.elementiumSword.name
Botania:elementiumShears, item.elementiumShears.name
Botania:openBucket, item.openBucket.name
Botania:spawnerMover, item.spawnerMover.name
Botania:pixieRing, item.pixieRing.name
Botania:superTravelBelt, item.superTravelBelt.name
Botania:rainbowRod, item.rainbowRod.name
Botania:tornadoRod, item.tornadoRod.name
Botania:fireRod, item.fireRod.name
Botania:vineBall, item.vineBall.name
Botania:slingshot, item.slingshot.name
Botania:manaBottle, item.manaBottle.name
Botania:laputaShard:0, Shard of Laputa
Botania:laputaShard:4, Shard of Laputa
Botania:laputaShard:9, Shard of Laputa
Botania:laputaShard:14, Shard of Laputa
Botania:laputaShard:19, Shard of Laputa
Botania:virus:0, Necrodermal Virus
Botania:virus:1, Nullodermal Virus
Botania:reachRing, item.reachRing.name
Botania:skyDirtRod, item.skyDirtRod.name
Botania:itemFinder, item.itemFinder.name
Botania:superLavaPendant, item.superLavaPendant.name
Botania:enderHand, item.enderHand.name
Botania:glassPick, item.glassPick.name
Botania:spark, item.spark.name
Botania:sparkUpgrade:0, Spark Augment: Dispersive
Botania:sparkUpgrade:1, Spark Augment: Dominant
Botania:sparkUpgrade:2, Spark Augment: Recessive
Botania:sparkUpgrade:3, Spark Augment: Isolated
Botania:diviningRod, item.diviningRod.name
Botania:gravityRod, item.gravityRod.name
Botania:regenIvy, item.regenIvy.name
Botania:manaInkwell, item.manaInkwell.name
Botania:vial:0, Managlass Vial
Botania:vial:1, Alfglass Flask
Botania:brewVial, item.brewVial.name
Botania:brewFlask, item.brewFlask.name
Botania:bloodPendant, item.bloodPendant.name
Botania:missileRod, item.missileRod.name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, Black Lotus
Botania:blackLotus:1, Blacker Lotus
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, Spellbinding Cloth
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, Flare Chakram
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, Crafting Pattern #1: 1x1
Botania:craftPattern:1, Crafting Pattern #2: 2x2
Botania:craftPattern:2, Crafting Pattern #3: 1x2
Botania:craftPattern:3, Crafting Pattern #4: 2x1
Botania:craftPattern:4, Crafting Pattern #5: 1x3
Botania:craftPattern:5, Crafting Pattern #6: 3x1
Botania:craftPattern:6, Crafting Pattern #7: 2x3
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
